iata_code,name,municipality,iso_country,iso_region,type,latitude_deg,longitude_deg
BGO,"Bergen Airport, Flesland",Bergen,NO,NO-46,large_airport,60.2934,5.21814
BGR,Bangor International Airport,Bangor,US,US-ME,medium_airport,44.806364,-68.826668
BGW,Baghdad International Airport / New Al Muthana Air Base,Baghdad,IQ,IQ-BG,large_airport,33.262501,44.2346
BGY,Il Caravaggio International Airport,Orio al Serio (BG),IT,IT-25,large_airport,45.669362,9.708851
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US,US-ME,medium_airport,44.45000076,-68.3615036
BHD,George Best Belfast City Airport,Belfast,GB,GB-NIR,medium_airport,54.618099,-5.8725
BHE,Woodbourne Airport,Blenheim,NZ,NZ-MBH,medium_airport,-41.5182991027832,173.8699951171875
BHH,Bisha Airport,Bisha,SA,SA-14,medium_airport,19.9844,42.620899
BHI,Comandante Espora Airport,Bahía Blanca,AR,AR-B,medium_airport,-38.725,-62.1693
BHJ,Bhuj Airport,Bhuj,IN,IN-GJ,medium_airport,23.2877998352,69.6701965332
BHK,Bukhara International Airport,Bukhara,UZ,UZ-BU,large_airport,39.775319,64.482279
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,US-AL,large_airport,33.562877,-86.750712
BHO,Raja Bhoj International Airport,Bhopal,IN,IN-MP,large_airport,23.2875,77.337402
BHQ,Broken Hill Airport,Broken Hill,AU,AU-NSW,medium_airport,-32.0013999939,141.472000122
BHR,Bharatpur Airport,Bharatpur,NP,NP-P3,small_airport,27.678101,84.429398
BHS,Bathurst Airport,Bathurst,AU,AU-NSW,medium_airport,-33.406817,149.651161
BHU,Bhavnagar Airport,Bhavnagar,IN,IN-GJ,medium_airport,21.752199173,72.1852035522
BHV,Bahawalpur Airport,Bahawalpur,PK,PK-PB,medium_airport,29.348100662231445,71.71800231933594
BHX,Birmingham Airport,"Birmingham, West Midlands",GB,GB-ENG,large_airport,52.453899,-1.74803
BHY,Beihai Fucheng Airport,Beihai,CN,CN-45,medium_airport,21.538659,109.293683
BIA,Bastia-Poretta International airport,Bastia,FR,FR-COR,large_airport,42.5527,9.48373
BID,Block Island State Airport,Block Island,US,US-RI,small_airport,41.168446,-71.578631
BIH,Eastern Sierra Regional Airport,Bishop,US,US-CA,medium_airport,37.3731,-118.363998
BIK,Frans Kaisiepo Airport,Biak,ID,ID-PA,medium_airport,-1.19002,136.108002
BIL,Billings Logan International Airport,Billings,US,US-MT,medium_airport,45.808932,-108.541242
BIM,South Bimini Airport,South Bimini,BS,BS-BI,medium_airport,25.6998996735,-79.2647018433
BIO,Bilbao Airport,Bilbao,ES,ES-PV,large_airport,43.301102,-2.91061
BIQ,Biarritz Pays Basque airport,Biarritz,FR,FR-NAQ,medium_airport,43.468372,-1.523223
BIR,Biratnagar Airport,Biratnagar,NP,NP-P1,medium_airport,26.48150062561035,87.26399993896484
BIS,Bismarck Municipal Airport,Bismarck,US,US-ND,medium_airport,46.772734,-100.746874
BJA,Soummam–Abane Ramdane Airport,Béjaïa,DZ,DZ-06,large_airport,36.712547,5.069909
BJB,Bojnord Airport,Bojnord,IR,IR-28,medium_airport,37.49300003051758,57.30820083618164
BJC,Rocky Mountain Metropolitan Airport,Denver,US,US-CO,medium_airport,39.908798,-105.116997
BJF,Båtsfjord Airport,Båtsfjord,NO,NO-56,medium_airport,70.60025,29.692612
BJL,Banjul International Airport,Banjul (Yundum),GM,GM-W,large_airport,13.338,-16.652201
BJM,Bujumbura Melchior Ndadaye International Airport,Bujumbura,BI,BI-BM,large_airport,-3.32402,29.318501
BJR,Bahir Dar Airport,Bahir Dar,ET,ET-AM,medium_airport,11.6081,37.321602
BJV,Milas Bodrum International Airport,Bodrum,TR,TR-48,large_airport,37.249314,27.66401
BJX,Guanajuato International Airport,Silao,MX,MX-GUA,large_airport,20.992695,-101.480284
BJZ,Badajoz Airport,Badajoz,ES,ES-EX,medium_airport,38.8913,-6.82133
BKC,Buckland Airport,Buckland,US,US-AK,small_airport,65.981598,-161.149002
BKG,Branson Airport,Branson,US,US-MO,medium_airport,36.532082,-93.200544
BKI,Kota Kinabalu International Airport,Kota Kinabalu,MY,MY-12,large_airport,5.932743,116.049324
BKK,Suvarnabhumi Airport,Bangkok,TH,TH-10,large_airport,13.6811,100.747002
BKM,Bakalalan Airport,Bakalalan,MY,MY-13,small_airport,3.974,115.617996
BKN,Balkanabat International Airport,Balkanabat,TM,TM-B,medium_airport,39.681052,54.206008
BKO,Modibo Keita International Airport,Bamako,ML,ML-2,large_airport,12.5335,-7.94994
BKQ,Blackall Airport,Blackall,AU,AU-QLD,medium_airport,-24.431678,145.429716
BKS,Fatmawati Soekarno Airport,Bengkulu,ID,ID-BE,medium_airport,-3.8637,102.338997
BKW,Raleigh County Memorial Airport,Beaver,US,US-WV,medium_airport,37.7873,-81.124199
BKZ,Bukoba Airport,Bukoba,TZ,TZ-05,small_airport,-1.332,31.8212
BLA,General José Antonio Anzoategui International Airport,Barcelona,VE,VE-B,large_airport,10.111111,-64.692222
BLB,Panamá Pacífico International Airport,Panamá City,PA,PA-10,small_airport,8.91479,-79.599602
BLD,Boulder City Municipal Airport,Boulder City,US,US-NV,medium_airport,35.947161,-114.858799
BLE,Dala Airport,Borlange,SE,SE-W,medium_airport,60.422001,15.5152
BLI,Bellingham International Airport,Bellingham,US,US-WA,medium_airport,48.79280090332031,-122.53800201416016
BLJ,Batna Mostefa Ben Boulaid Airport,Batna,DZ,DZ-05,large_airport,35.752102,6.30859
BLL,Billund Airport,Billund,DK,DK-83,large_airport,55.740335,9.157019
BLQ,Bologna Guglielmo Marconi Airport,Bologna,IT,IT-45,large_airport,44.5354,11.2887
BLR,Kempegowda International Airport Bengaluru,Bengaluru,IN,IN-KA,large_airport,13.1979,77.706299
BLV,Scott AFB/Midamerica Airport,Belleville,US,US-IL,medium_airport,38.5452,-89.835197
BLW,Beledweyne Airport,Beledweyne,SO,SO-HI,small_airport,4.766976,45.2388
BLZ,Chileka International Airport,Blantyre,MW,MW-BL,large_airport,-15.677189,34.972319
BMA,Stockholm-Bromma Airport,Stockholm,SE,SE-AB,medium_airport,59.354401,17.9417
BME,Broome International Airport,Broome,AU,AU-WA,large_airport,-17.949194,122.2283
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington/Normal,US,US-IL,medium_airport,40.4771,-88.915901
BMK,Borkum Airport,Borkum,DE,DE-NI,small_airport,53.59639,6.709167
BMO,Banmaw Airport,Banmaw,MM,MM-11,small_airport,24.27044,97.2476
BMR,Baltrum Airport,Baltrum,DE,DE-NI,small_airport,53.72485,7.373257
BMU,Sultan Muhammad Salahuddin Airport,Bima,ID,ID-NB,medium_airport,-8.537184,118.685002
BMV,Buon Ma Thuot Airport,Buon Ma Thuot,VN,VN-CH,medium_airport,12.668299675,108.120002747
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,DZ-52,medium_airport,21.3778,0.92698
BMY,Île Art - Waala Airport,Waala,NC,NC-02,small_airport,-19.720521,163.661077
BNA,Nashville International Airport,Nashville,US,US-TN,large_airport,36.1245,-86.6782
BNB,Boende Airport,Boende,CD,CD-TU,small_airport,-0.286652,20.883551
BND,Bandar Abbas International Airport,Bandar Abbas,IR,IR-22,large_airport,27.2183,56.3778
BNE,Brisbane International Airport,Brisbane,AU,AU-QLD,large_airport,-27.384199142456055,153.11700439453125
BNI,Benin Airport,Benin,NG,NG-ED,medium_airport,6.316979885101318,5.5995001792907715
BNK,Ballina Byron Gateway Airport,Ballina,AU,AU-NSW,medium_airport,-28.833236,153.561471
BNN,"Brønnøysund Airport, Brønnøy",Brønnøy,NO,NO-18,medium_airport,65.461098,12.2175
BNS,Barinas Airport,Barinas,VE,VE-E,medium_airport,8.615,-70.214167
BNX,Banja Luka International Airport,Mahovljani,BA,BA-SRP,large_airport,44.941399,17.297501
BNY,Bellona/Anua Airport,Anua,SB,SB-RB,small_airport,-11.302222222200001,159.798333333
BOB,Bora Bora Airport,Motu Mute,PF,PF-U-A,medium_airport,-16.444400787353516,-151.75100708007812
BOC,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,PA,PA-1,medium_airport,9.34085,-82.250801
BOD,Bordeaux–Mérignac Airport,Bordeaux,FR,FR-NAQ,large_airport,44.82865,-0.715356
BOG,El Dorado International Airport,Bogota,CO,CO-DC,large_airport,4.70159,-74.1469
BOH,Bournemouth Airport,Bournemouth,GB,GB-ENG,medium_airport,50.780483,-1.839576
BOI,Boise Air Terminal/Gowen Field,Boise,US,US-ID,large_airport,43.5644,-116.223
BOJ,Burgas Airport,Burgas,BG,BG-02,large_airport,42.569917,27.515173
BOM,Chhatrapati Shivaji Maharaj International Airport,Mumbai,IN,IN-MM,large_airport,19.088699,72.867897
BON,Flamingo International Airport,Kralendijk,BQ,BQ-BO,large_airport,12.131,-68.268501
BOO,Bodø Airport,Bodø,NO,NO-18,large_airport,67.269203,14.3653
BOR,Bokeo International Airport,Ton Phueng,LA,LA-BK,medium_airport,20.323986,100.165392
BOS,Boston Logan International Airport,Boston,US,US-MA,large_airport,42.36197,-71.0079
BOT,Bosset Airport,Bosset,PG,PG-WPD,small_airport,-7.237257,141.1063222
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,BF-HOU,large_airport,11.1601,-4.33097
BPE,Qinhuangdao Beidaihe Airport,Qinhuangdao (Changli),CN,CN-13,medium_airport,39.666384,119.061384
BPL,Bole Alashankou Airport,Bole,CN,CN-65,medium_airport,44.895461,82.30007
BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Balikpapan,ID,ID-KI,large_airport,-1.268342,116.89452
BPS,Porto Seguro International Airport,Porto Seguro,BR,BR-BA,large_airport,-16.438426,-39.080584
BPT,Jack Brooks Regional Airport,Beaumont/Port Arthur,US,US-TX,medium_airport,29.9508,-94.020699
BPX,Qamdo Bangda Airport,Bangda,CN,CN-54,medium_airport,30.553600311279297,97.1082992553711
BPY,Besalampy Airport,Besalampy,MG,MG-M,medium_airport,-16.74453,44.482484
BQB,Busselton Margaret River Regional Airport,Busselton,AU,AU-WA,small_airport,-33.687222,115.400278
BQG,Bogorodskoye Airport,Bogorodskoye,RU,RU-KHA,small_airport,52.381041,140.449378
BQJ,Batagay Airport,Batagay,RU,RU-SA,small_airport,67.648003,134.695007
BQK,Brunswick Golden Isles Airport,Brunswick,US,US-GA,medium_airport,31.258801,-81.466499
BQL,Boulia Airport,,AU,AU-QLD,medium_airport,-22.913299560546875,139.89999389648438
BQN,Rafael Hernández International Airport,Aguadilla,PR,PR-U-A,medium_airport,18.4949,-67.129402
BQS,Ignatyevo Airport,Blagoveschensk,RU,RU-AMU,medium_airport,50.426723,127.415502
BQT,Brest International Airport,Brest,BY,BY-BR,large_airport,52.108138,23.89676
BQU,J F Mitchell Airport,Bequia,VC,VC-06,medium_airport,12.9884,-61.262001
BRA,Dom Ricardo Weberberger Airport,Barreiras,BR,BR-BA,small_airport,-12.0789,-45.008999
BRC,Teniente Luis Candelaria International Airport,San Carlos de Bariloche,AR,AR-R,large_airport,-41.151199,-71.157501
BRD,Brainerd Lakes Regional Airport,Brainerd,US,US-MN,medium_airport,46.402861,-94.129727
BRE,Bremen Airport,Bremen,DE,DE-HB,large_airport,53.046786,8.78932
BRI,Bari Karol Wojtyła International Airport,Bari,IT,IT-75,large_airport,41.138901,16.760599
BRK,Bourke Airport,,AU,AU-NSW,medium_airport,-30.039199829101562,145.95199584960938
BRL,Southeast Iowa Regional Airport,Burlington,US,US-IA,medium_airport,40.783199310302734,-91.12550354003906
BRM,Jacinto Lara International Airport,Barquisimeto,VE,VE-K,large_airport,10.042747,-69.35862
BRN,Bern Airport,Bern,CH,CH-BE,medium_airport,46.912736,7.498819
BRO,Brownsville South Padre Island International Airport,Brownsville,US,US-TX,medium_airport,25.907238,-97.425235
BRQ,Brno-Tuřany Airport,Brno,CZ,CZ-JM,medium_airport,49.151276,16.693972
BRR,Barra Airport,Eoligarry,GB,GB-SCT,medium_airport,57.0228,-7.44306
BRS,Bristol Airport,Bristol,GB,GB-ENG,large_airport,51.382326,-2.716453
BRU,Brussels Airport,Zaventem,BE,BE-VBR,large_airport,50.901402,4.48444
BRW,Wiley Post Will Rogers Memorial Airport,Utqiaġvik,US,US-AK,medium_airport,71.285402,-156.766008
BRX,Maria Montez International Airport,Barahona,DO,DO-04,medium_airport,18.25149917602539,-71.12039947509766
BSA,Bender Qassim International Airport,Bosaso,SO,SO-BR,large_airport,11.275235,49.139231
BSB,Presidente Juscelino Kubitschek International Airport,Brasília,BR,BR-DF,large_airport,-15.869167,-47.920834
BSC,José Celestino Mutis Airport,Bahía Solano,CO,CO-CHO,medium_airport,6.20292,-77.3947
BSD,Baoshan Yunrui Airport,Baoshan (Longyang),CN,CN-53,medium_airport,25.053301,99.168297
BSG,Bata International Airport,Bata,GQ,GQ-LI,large_airport,1.90547,9.80568
BSK,Biskra - Mohamed Khider Airport,Biskra,DZ,DZ-07,large_airport,34.79318,5.738899
BSL,EuroAirport Basel–Mulhouse–Freiburg,Bâle / Mulhouse,FR,FR-GES,large_airport,47.60068,7.521117
BSO,Basco Airport,Basco,PH,PH-BTN,medium_airport,20.4513,121.980003
BSR,Basra International Airport,Basra,IQ,IQ-BA,large_airport,30.549101,47.662102
BSX,Pathein Airport,Pathein,MM,MM-07,small_airport,16.815201,94.7799
BSZ,Manas International Airport,Bishkek,KG,KG-C,large_airport,43.061298,74.4776
BTC,Batticaloa International Airport,Batticaloa,LK,LK-5,medium_airport,7.705073,81.677163
BTH,Hang Nadim International Airport,Batam,ID,ID-KR,large_airport,1.12103,104.119003
BTI,Barter Island Long Range Radar Station Airport,Barter Island,US,US-AK,medium_airport,70.134003,-143.582001
BTJ,Sultan Iskandar Muda International Airport,Banda Aceh,ID,ID-AC,large_airport,5.525087,95.41997
BTK,Bratsk Airport,Bratsk,RU,RU-IRK,medium_airport,56.3696,101.701822
BTM,Bert Mooney Airport,Butte,US,US-MT,medium_airport,45.95479965209961,-112.49700164794922
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US,US-LA,medium_airport,30.533199,-91.149597
BTS,M. R. Štefánik Airport,Bratislava,SK,SK-BL,large_airport,48.1702,17.2127
BTT,Bettles Airport,Bettles,US,US-AK,small_airport,66.913902,-151.529007
BTU,Bintulu Airport,Bintulu,MY,MY-13,medium_airport,3.12385010719,113.019996643
BTV,Patrick Leahy Burlington International Airport,Burlington,US,US-VT,medium_airport,44.471901,-73.153297
BTW,Bersujud Airport,Batu Licin,ID,ID-KS,small_airport,-3.41241,115.995003
BUA,Buka Airport,Buka Island,PG,PG-NSB,medium_airport,-5.422299,154.672698
BUC,Burketown Airport,,AU,AU-QLD,small_airport,-17.748600006103516,139.53399658203125
BUD,Budapest Liszt Ferenc International Airport,Budapest,HU,HU-BU,large_airport,47.43018,19.262393
BUF,Buffalo Niagara International Airport,Buffalo,US,US-NY,large_airport,42.940498,-78.732201
BUI,Bokondini Airport,Bokondini,ID,ID-PP,small_airport,-3.68455,138.677437
BUN,Gerardo Tobar López Airport,Buenaventura,CO,CO-VAC,medium_airport,3.81963,-76.9898
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,ZW,ZW-BU,large_airport,-20.016284,28.622897
BUR,Hollywood Burbank/Bob Hope Airport,Burbank,US,US-CA,large_airport,34.202834,-118.35805
BUS,Alexander Kartveli Batumi International Airport,Batumi,GE,GE-AJ,large_airport,41.60939,41.600315
BUT,Bathpalathang Airport,Jakar,BT,BT-33,small_airport,27.5622,90.7471
BUU,Muara Bungo Airport,Muara Bungo,ID,ID-JA,small_airport,-1.541635,102.181613
BUX,Bunia Airport,Bunia,CD,CD-IT,medium_airport,1.565743,30.220685
BUZ,Bushehr Airport,Bushehr,IR,IR-18,medium_airport,28.9447994232,50.8345985413
BVA,Beauvais-Tillé airport,Beauvais,FR,FR-HDF,large_airport,49.454399,2.11278
BVB,Atlas Brasil Cantanhede International Airport,Boa Vista,BR,BR-RR,large_airport,2.84615,-60.690648
BVC,Aristides Pereira International Airport,Rabil,CV,CV-B,large_airport,16.136499,-22.888901
BVE,Brive Souillac airport,Brive,FR,FR-NAQ,medium_airport,45.039722,1.485556
BVG,Berlevåg Airport,Berlevåg,NO,NO-56,medium_airport,70.871517,29.034097
BVH,Brigadeiro Camarão Airport,Vilhena,BR,BR-RO,medium_airport,-12.6944,-60.098301
BVI,Birdsville Airport,,AU,AU-QLD,medium_airport,-25.897499084472656,139.34800720214844
BVJ,Bovanenkovo Airport,Bovanenkovo,RU,RU-YAN,medium_airport,70.315278,68.333611
BVS,Breves Airport,Breves,BR,BR-PA,small_airport,-1.63653,-50.4436
BWA,Gautam Buddha International Airport,Siddharthanagar (Bhairahawa),NP,NP-P5,large_airport,27.504636,83.410381
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,US,US-MD,large_airport,39.1754,-76.668297
BWK,Brač Airport,Gornji Humac,HR,HR-17,medium_airport,43.284454,16.678362
BWN,Brunei International Airport,Bandar Seri Begawan,BN,BN-BM,large_airport,4.9442,114.928001
BWO,Balakovo Airport,Balakovo,RU,RU-SAR,medium_airport,51.858299,47.745602
BWT,Wynyard Airport,Burnie,AU,AU-TAS,medium_airport,-40.997039,145.726
BWX,Banyuwangi Airport,"Rogojampi, Banyuwangi",ID,ID-JI,small_airport,-8.31015,114.3401
BXG,Bendigo Airport,,AU,AU-VIC,small_airport,-36.739399,144.330002
BXH,Balkhash Airport,Balkhash,KZ,KZ-KAR,medium_airport,46.894246,75.004533
BXR,Bam Airport,Bam,IR,IR-08,medium_airport,29.0842,58.450001
BXT,LNG Badak Airport,Bontang-Borneo Island,ID,ID-KI,small_airport,0.121656,117.476558
BXU,Bancasi Airport,Butuan,PH,PH-BTC,medium_airport,8.9515,125.4788
BXY,Baikonur Krayniy International Airport,Baikonur,KZ,KZ-BAY,large_airport,45.621994,63.210773
BYK,Bouaké Airport,Bouaké,CI,CI-VB,medium_airport,7.7388,-5.07367
BYM,Carlos Manuel de Cespedes Airport,Bayamo,CU,CU-12,medium_airport,20.3964,-76.621399
BYN,Bayankhongor Airport,Bayankhongor,MN,MN-069,medium_airport,46.1633,100.704002
BYO,Bonito Airport,Bonito,BR,BR-MS,small_airport,-21.2473,-56.452399
BYR,Læsø Airport,Læsø,DK,DK-81,small_airport,57.277199,11.0001
BYW,Blakely Island Airport,Blakely Island,US,US-WA,small_airport,48.579162,-122.823844
BZE,Philip S. W. Goldson International Airport,Belize City,BZ,BZ-BZ,large_airport,17.539951,-88.303556
BZG,Ignacy Jan Paderewski Bydgoszcz Airport,Bydgoszcz,PL,PL-KP,medium_airport,53.096802,17.977699
BZI,Balıkesir Airport,Balıkesir,TR,TR-10,medium_airport,39.619301,27.926001
BZL,Barisal Airport,Barisal,BD,BD-A,medium_airport,22.801001,90.301201
BZN,Bozeman Yellowstone International Airport,Bozeman,US,US-MT,medium_airport,45.778853,-111.153711
BZO,Bolzano Airport,Bolzano (BZ),IT,IT-32,medium_airport,46.459245,11.326125
BZR,Béziers Vias airport,Béziers,FR,FR-OCC,medium_airport,43.323502,3.3539
BZV,Maya-Maya International Airport,Brazzaville,CG,CG-12,large_airport,-4.2517,15.253
BZX,Bazhong Enyang Airport,Bazhong,CN,CN-51,medium_airport,31.73842,106.644872
CAB,Cabinda Airport,Cabinda,AO,AO-CAB,medium_airport,-5.59839,12.188145
CAC,Coronel Adalberto Mendes da Silva Airport,Cascavel,BR,BR-PR,medium_airport,-25.000323,-53.501208
CAE,Columbia Metropolitan Airport,Columbia,US,US-SC,medium_airport,33.938172,-81.123022
CAF,Carauari Airport,Carauari,BR,BR-AM,small_airport,-4.871473,-66.897552
CAG,Cagliari Elmas Airport,Cagliari,IT,IT-88,large_airport,39.251499,9.05428
CAH,Cà Mau Airport,Ca Mau City,VN,VN-SW,medium_airport,9.177667,105.177778
CAI,Cairo International Airport,Cairo,EG,EG-C,large_airport,30.111534,31.396694
CAJ,Canaima Airport,Canaima,VE,VE-F,medium_airport,6.231989,-62.85485
CAK,Akron Canton Regional Airport,Akron,US,US-OH,medium_airport,40.916099548339844,-81.44219970703125
CAL,Campbeltown Airport,Campbeltown,GB,GB-SCT,medium_airport,55.437199,-5.68639
CAN,Guangzhou Baiyun International Airport,Guangzhou (Huadu),CN,CN-44,large_airport,23.392401,113.299004
CAP,Cap Haitien International Airport,Cap Haitien,HT,HT-ND,large_airport,19.725547,-72.20071
CAT,Cascais Airport,Cascais,PT,PT-11,medium_airport,38.724998,-9.35523
CAU,Caruaru Airport,Caruaru,BR,BR-PE,small_airport,-8.28239,-36.0135
CAW,Bartolomeu Lisandro Airport,Campos dos Goytacazes,BR,BR-RJ,medium_airport,-21.698299,-41.301701
CAY,Cayenne – Félix Eboué Airport,Matoury,GF,GF-CY,large_airport,4.819964,-52.361326
CAZ,Cobar Airport,,AU,AU-NSW,medium_airport,-31.538299560546875,145.79400634765625
CBB,Jorge Wilsterman International Airport,Cochabamba,BO,BO-C,large_airport,-17.421105,-66.177102
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,DZ-08,medium_airport,31.645700454711914,-2.269860029220581
CBO,Cotabato (Awang) Airport,Datu Odin Sinsuat,PH,PH-MDN,medium_airport,7.164753,124.209938
CBQ,Margaret Ekpo International Airport,Calabar,NG,NG-CR,medium_airport,4.976019859313965,8.347200393676758
CBR,Canberra Airport,Canberra,AU,AU-ACT,medium_airport,-35.3069,149.195007
CBT,Catumbela Airport,Catumbela,AO,AO-BGU,medium_airport,-12.4792,13.4869
CCA,Chimore Airport,Chimore,BO,BO-C,small_airport,-16.976834,-65.145568
CCC,Jardines Del Rey Airport,Cayo Coco,CU,CU-08,medium_airport,22.461000442499998,-78.32839965820001
CCE,Capital International Airport,New Cairo,EG,EG-C,medium_airport,30.06465,31.839974
CCF,Carcassonne Salvaza Airport,Carcassonne,FR,FR-OCC,medium_airport,43.216,2.30632
CCJ,Calicut International Airport,Calicut,IN,IN-KL,large_airport,11.135996,75.955152
CCK,Cocos (Keeling) Islands Airport,West Island,CC,CC-U-A,large_airport,-12.192218,96.834103
CCP,Carriel Sur International Airport,Concepcion,CL,CL-BI,large_airport,-36.77235,-73.062828
CCR,Buchanan Field,Concord,US,US-CA,medium_airport,37.9897,-122.056999
